0150,Transit (ORCAM) Amsterdam
0151,Transit (ORCAM) Amsterdam
0152,Transit (ORCAM) Amsterdam
0153,Transit (ORCAM) Amsterdam
0154,Transit (ORCAM) Amsterdam
0155,Transit (ORCAM) Amsterdam
0156,Transit (ORCAM) Amsterdam
0157,Transit (ORCAM) Amsterdam
0158,Transit (ORCAM) Amsterdam
0159,Transit (ORCAM) Amsterdam
0160,Transit (ORCAM) Amsterdam
0161,Transit (ORCAM) Amsterdam
0162,Transit (ORCAM) Amsterdam
0163,Transit (ORCAM) Amsterdam
0164,Transit (ORCAM) Amsterdam
0165,Transit (ORCAM) Amsterdam
0166,Transit (ORCAM) Amsterdam
0167,Transit (ORCAM) Amsterdam
0168,Transit (ORCAM) Amsterdam
0169,Transit (ORCAM) Amsterdam
0170,Transit (ORCAM) Amsterdam
0171,Transit (ORCAM) Amsterdam
0172,Transit (ORCAM) Amsterdam
0173,Transit (ORCAM) Amsterdam
0174,Transit (ORCAM) Amsterdam
0175,Transit (ORCAM) Amsterdam
0176,Transit (ORCAM) Amsterdam
0177,Transit (ORCAM) Amsterdam
0178,
0179,
0180,
0181,
0182,
0183,
0184,
0185,
0186,
0187,
0188,
0189,
0190,
0191,
0192,
0193,
0194,
0195,
0196,
0197,
0198,
0199,
0200,NATO – CAOC 9 Exercises (activated by NOTAM)
0201,RAF Leuchars TC Stansted/TC Luton
0202,RAF Leuchars TC Stansted/TC Luton
0203,RAF Leuchars TC Stansted/TC Luton
0204,RAF Leuchars TC Stansted/TC Luton
0205,RAF Leuchars TC Stansted/TC Luton
0206,RAF Leuchars TC Stansted/TC Luton
0207,RAF Leuchars TC Stansted/TC Luton
0208,RAF Leuchars TC Stansted/TC Luton
0209,RAF Leuchars TC Stansted/TC Luton
0210,RAF Leuchars TC Stansted/TC Luton
0211,RAF Leuchars TC Stansted/TC Luton
0212,RAF Leuchars TC Stansted/TC Luton
0213,RAF Leuchars TC Stansted/TC Luton
0214,RAF Leuchars
0215,RAF Leuchars
0216,RAF Leuchars
0217,RAF Leuchars
0218,RNAS Yeovilton
0219,RNAS Yeovilton
0220,RAF Leuchars Conspicuity
0221,England Radar
0222,England Radar
0223,England Radar
0224,England Radar
0225,England Radar
0226,England Radar
0227,England Radar
0228,England Radar
0229,England Radar
0230,England Radar
0231,England Radar
0232,England Radar
0233,England Radar
0234,England Radar
0235,England Radar
0236,England Radar
0237,England Radar
0238,England Radar
0239,England Radar
0240,England Radar
0241,England Radar
0242,England Radar
0243,England Radar
0244,RAF Shawbury
0245,RAF Shawbury
0246,RAF Shawbury
0247,England Radar
0248,England Radar
0249,England Radar
0250,England Radar
0251,England Radar
0252,England Radar
0253,England Radar
0254,England Radar
0255,England Radar
0256,England Radar
0257,England Radar
0258,England Radar
0259,England Radar
0260,England Radar
0261,England Radar
0262,England Radar
0263,England Radar
0264,England Radar
0265,England Radar
0266,England Radar
0267,England Radar
0268,
0269,
0270,Superdomestic – Ireland to UK, Germany and Benelux
0271,Superdomestic – Ireland to UK, Germany and Benelux
0272,Superdomestic – Ireland to UK, Germany and Benelux
0273,Superdomestic – Ireland to UK, Germany and Benelux
0274,Superdomestic – Ireland to UK, Germany and Benelux
0275,Superdomestic – Ireland to UK, Germany and Benelux
0276,Superdomestic – Ireland to UK, Germany and Benelux
0277,Superdomestic – Ireland to UK, Germany and Benelux
0278,
0279,
0280,
0281,
0282,
0283,
0284,
0285,
0286,
0287,
0288,
0289,
0290,
0291,
0292,
0293,
0294,
0295,
0296,
0297,
0298,
0299,
0300,NATO – CAOC 9 Exercises (activated by NOTAM)
0301,Transit (ORCAM) UK
0302,Transit (ORCAM) UK
0303,Transit (ORCAM) UK
0304,Transit (ORCAM) UK
0305,Transit (ORCAM) UK
0306,Transit (ORCAM) UK
0307,Transit (ORCAM) UK
0308,Transit (ORCAM) UK
0309,Transit (ORCAM) UK
0310,Transit (ORCAM) UK
0311,Transit (ORCAM) UK
0312,Transit (ORCAM) UK
0313,Transit (ORCAM) UK
0314,Transit (ORCAM) UK
0315,Transit (ORCAM) UK
0316,Transit (ORCAM) UK
0317,Transit (ORCAM) UK
0318,Transit (ORCAM) UK
0319,Transit (ORCAM) UK
0320,Transit (ORCAM) UK
0321,Transit (ORCAM) UK
0322,Transit (ORCAM) UK
0323,Transit (ORCAM) UK
0324,Transit (ORCAM) UK
0325,Transit (ORCAM) UK
0326,Transit (ORCAM) UK
0327,Transit (ORCAM) UK
0328,Transit (ORCAM) UK
0329,Transit (ORCAM) UK
0330,Transit (ORCAM) UK
0331,Transit (ORCAM) UK
0332,Transit (ORCAM) UK
0333,Transit (ORCAM) UK
0334,Transit (ORCAM) UK
0335,Transit (ORCAM) UK
0336,Transit (ORCAM) UK
0337,Transit (ORCAM) UK
0338,Transit (ORCAM) UK
0339,Transit (ORCAM) UK
0340,Transit (ORCAM) UK
0341,Transit (ORCAM) UK
0342,Transit (ORCAM) UK
0343,Transit (ORCAM) UK
0344,Transit (ORCAM) UK
0345,Transit (ORCAM) UK
0346,Transit (ORCAM) UK
0347,Transit (ORCAM) UK
0348,Transit (ORCAM) UK
0349,Transit (ORCAM) UK
0350,Transit (ORCAM) UK
0351,Transit (ORCAM) UK
0352,Transit (ORCAM) UK
0353,Transit (ORCAM) UK
0354,Transit (ORCAM) UK
0355,Transit (ORCAM) UK
0356,Transit (ORCAM) UK
0357,Transit (ORCAM) UK
0358,Transit (ORCAM) UK
0359,Transit (ORCAM) UK
0360,Transit (ORCAM) UK
0361,Transit (ORCAM) UK
0362,Transit (ORCAM) UK
0363,Transit (ORCAM) UK
0364,Transit (ORCAM) UK
0365,Transit (ORCAM) UK
0366,Transit (ORCAM) UK
0367,Transit (ORCAM) UK
0368,Transit (ORCAM) UK
0369,Transit (ORCAM) UK
0370,Transit (ORCAM) UK
0371,Transit (ORCAM) UK
0372,Transit (ORCAM) UK
0373,Transit (ORCAM) UK
0374,Transit (ORCAM) UK
0375,Transit (ORCAM) UK
0376,Transit (ORCAM) UK
0377,Transit (ORCAM) UK
0378,
0379,
0380,
0381,
0382,
0383,
0384,
0385,
0386,
0387,
0388,
0389,
0390,
0391,
0392,
0393,
0394,
0395,
0396,
0397,
0398,
0399,
0400,NATO – CAOC 9 Exercises (activated by NOTAM) 
0401,RAF Leeming Conspicuity
0402,Birmingham Approach
0403,Birmingham Approach
0404,Birmingham Approach
0405,Birmingham Approach
0406,Birmingham Approach
0407,Birmingham Approach
0408,Birmingham Approach
0409,Birmingham Approach
0410,Birmingham Approach
0411,Birmingham Approach
0412,Birmingham Approach
0413,Birmingham Approach
0414,Birmingham Approach
0415,Birmingham Approach
0416,Birmingham Approach
0417,Birmingham Approach
0418,Birmingham Approach
0419,Birmingham Approach
0420,Birmingham Approach
0421,Exeter Approach
0422,Exeter Approach
0423,Exeter Approach
0424,Exeter Approach
0425,Exeter Approach
0426,Exeter Approach
0427,Exeter Approach
0428,Exeter Approach
0429,Exeter Approach
0430,Exeter Approach
0431,Ireland Domestic
0432,Ireland Domestic
0433,Ireland Domestic
0434,Ireland Domestic
0435,Ireland Domestic
0436,Ireland Domestic
0437,Ireland Domestic
0438,RAF Lakenheath
0439,RAF Lakenheath
0440,RAF Lakenheath
0441,RAF Lakenheath
0442,RAF Lakenheath
0443,RAF Lakenheath
0444,RAF Lakenheath
0445,RAF Lakenheath
0446,RAF Lakenheath
0447,Farnborough LARS – Blackbushe Departures
0448,
0449,
0450,Blackpool Approach
0451,Blackpool Approach
0452,Blackpool Approach
0453,Blackpool Approach
0454,Blackpool Approach
0455,Blackpool Approach
0456,Blackpool Approach
0457,Blackpool Approach (Liverpool Bay and Morecambe Bay Helicopters)
0458,Farnborough Radar/LARS
0459,Farnborough Radar/LARS
0460,Farnborough Radar/LARS
0461,Farnborough Radar/LARS
0462,Farnborough Radar/LARS
0463,Farnborough Radar/LARS
0464,Farnborough Radar/LARS
0465,Farnborough Radar/LARS
0466,Farnborough Radar/LARS
0467,Farnborough Radar/LARS
0468,
0469,
0470,UK Domestic
0471,UK Domestic
0472,UK Domestic
0473,UK Domestic
0474,UK Domestic
0475,UK Domestic
0476,UK Domestic
0477,UK Domestic
0478,
0479,
0480,
0481,
0482,
0483,
0484,
0485,
0486,
0487,
0488,
0489,
0490,
0491,
0492,
0493,
0494,
0495,
0496,
0497,
0498,
0499,
0500,
0501,NATO – CAOC 9 Exercises (activated by NOTAM)
0502,NATO – CAOC 9 Exercises (activated by NOTAM)
0503,NATO – CAOC 9 Exercises (activated by NOTAM)
0504,NATO – CAOC 9 Exercises (activated by NOTAM)
0505,NATO – CAOC 9 Exercises (activated by NOTAM)
0506,NATO – CAOC 9 Exercises (activated by NOTAM)
0507,NATO – CAOC 9 Exercises (activated by NOTAM)
0508,NATO – CAOC 9 Exercises (activated by NOTAM)
0509,NATO – CAOC 9 Exercises (activated by NOTAM)
0510,NATO – CAOC 9 Exercises (activated by NOTAM)
0511,NATO – CAOC 9 Exercises (activated by NOTAM)
0512,NATO – CAOC 9 Exercises (activated by NOTAM)
0513,NATO – CAOC 9 Exercises (activated by NOTAM)
0514,NATO – CAOC 9 Exercises (activated by NOTAM)
0515,NATO – CAOC 9 Exercises (activated by NOTAM)
0516,NATO – CAOC 9 Exercises (activated by NOTAM)
0517,NATO – CAOC 9 Exercises (activated by NOTAM)
0518,NATO – CAOC 9 Exercises (activated by NOTAM)
0519,NATO – CAOC 9 Exercises (activated by NOTAM)
0520,NATO – CAOC 9 Exercises (activated by NOTAM)
0521,NATO – CAOC 9 Exercises (activated by NOTAM)
0522,NATO – CAOC 9 Exercises (activated by NOTAM)
0523,NATO – CAOC 9 Exercises (activated by NOTAM)
0524,NATO – CAOC 9 Exercises (activated by NOTAM)
0525,NATO – CAOC 9 Exercises (activated by NOTAM)
0526,NATO – CAOC 9 Exercises (activated by NOTAM)
0527,NATO – CAOC 9 Exercises (activated by NOTAM)
0528,NATO – CAOC 9 Exercises (activated by NOTAM)
0529,NATO – CAOC 9 Exercises (activated by NOTAM)
0530,NATO – CAOC 9 Exercises (activated by NOTAM)
0531,NATO – CAOC 9 Exercises (activated by NOTAM)
0532,NATO – CAOC 9 Exercises (activated by NOTAM)
0533,NATO – CAOC 9 Exercises (activated by NOTAM)
0534,NATO – CAOC 9 Exercises (activated by NOTAM)
0535,NATO – CAOC 9 Exercises (activated by NOTAM)
0536,NATO – CAOC 9 Exercises (activated by NOTAM)
0537,NATO – CAOC 9 Exercises (activated by NOTAM)
0538,NATO – CAOC 9 Exercises (activated by NOTAM)
0539,NATO – CAOC 9 Exercises (activated by NOTAM)
0540,NATO – CAOC 9 Exercises (activated by NOTAM)
0541,NATO – CAOC 9 Exercises (activated by NOTAM)
0542,NATO – CAOC 9 Exercises (activated by NOTAM)
0543,NATO – CAOC 9 Exercises (activated by NOTAM)
0544,NATO – CAOC 9 Exercises (activated by NOTAM)
0545,NATO – CAOC 9 Exercises (activated by NOTAM)
0546,NATO – CAOC 9 Exercises (activated by NOTAM)
0547,NATO – CAOC 9 Exercises (activated by NOTAM)
0548,NATO – CAOC 9 Exercises (activated by NOTAM)
0549,NATO – CAOC 9 Exercises (activated by NOTAM)
0550,NATO – CAOC 9 Exercises (activated by NOTAM)
0551,NATO – CAOC 9 Exercises (activated by NOTAM)
0552,NATO – CAOC 9 Exercises (activated by NOTAM)
0553,NATO – CAOC 9 Exercises (activated by NOTAM)
0554,NATO – CAOC 9 Exercises (activated by NOTAM)
0555,NATO – CAOC 9 Exercises (activated by NOTAM)
0556,NATO – CAOC 9 Exercises (activated by NOTAM)
0557,NATO – CAOC 9 Exercises (activated by NOTAM)
0558,NATO – CAOC 9 Exercises (activated by NOTAM)
0559,NATO – CAOC 9 Exercises (activated by NOTAM)
0560,NATO – CAOC 9 Exercises (activated by NOTAM)
0561,NATO – CAOC 9 Exercises (activated by NOTAM)
0562,NATO – CAOC 9 Exercises (activated by NOTAM)
0563,NATO – CAOC 9 Exercises (activated by NOTAM)
0564,NATO – CAOC 9 Exercises (activated by NOTAM)
0565,NATO – CAOC 9 Exercises (activated by NOTAM)
0566,NATO – CAOC 9 Exercises (activated by NOTAM)
0567,NATO – CAOC 9 Exercises (activated by NOTAM)
0568,NATO – CAOC 9 Exercises (activated by NOTAM)
0569,NATO – CAOC 9 Exercises (activated by NOTAM)
0570,NATO – CAOC 9 Exercises (activated by NOTAM)
0571,NATO – CAOC 9 Exercises (activated by NOTAM)
0572,NATO – CAOC 9 Exercises (activated by NOTAM)
0573,NATO – CAOC 9 Exercises (activated by NOTAM)
0574,NATO – CAOC 9 Exercises (activated by NOTAM)
0575,NATO – CAOC 9 Exercises (activated by NOTAM)
0576,NATO – CAOC 9 Exercises (activated by NOTAM)
0577,NATO – CAOC 9 Exercises (activated by NOTAM)
0578,
0579,
0580,
0581,
0582,
0583,
0584,
0585,
0586,
0587,
0588,
0589,
0590,
0591,
0592,
0593,
0594,
0595,
0596,
0597,
0598,
0599,
0600,NATO – CAOC 9 Exercises (activated by NOTAM)
0601,Transit (ORCAM) Germany
0602,Transit (ORCAM) Germany
0603,Transit (ORCAM) Germany
0604,Transit (ORCAM) Germany
0605,Transit (ORCAM) Germany
0606,Transit (ORCAM) Germany
0607,Transit (ORCAM) Germany
0608,Transit (ORCAM) Germany
0609,Transit (ORCAM) Germany
0610,Transit (ORCAM) Germany
0611,Transit (ORCAM) Germany
0612,Transit (ORCAM) Germany
0613,Transit (ORCAM) Germany
0614,Transit (ORCAM) Germany
0615,Transit (ORCAM) Germany
0616,Transit (ORCAM) Germany
0617,Transit (ORCAM) Germany
0618,Transit (ORCAM) Germany
0619,Transit (ORCAM) Germany
0620,Transit (ORCAM) Germany
0621,Transit (ORCAM) Germany
0622,Transit (ORCAM) Germany
0623,Transit (ORCAM) Germany
0624,Transit (ORCAM) Germany
0625,Transit (ORCAM) Germany
0626,Transit (ORCAM) Germany
0627,Transit (ORCAM) Germany
0628,Transit (ORCAM) Germany
0629,Transit (ORCAM) Germany
0630,Transit (ORCAM) Germany
0631,Transit (ORCAM) Germany
0632,Transit (ORCAM) Germany
0633,Transit (ORCAM) Germany
0634,Transit (ORCAM) Germany
0635,Transit (ORCAM) Germany
0636,Transit (ORCAM) Germany
0637,Transit (ORCAM) Germany
0638,
0639,
0640,Transit (ORCAM) Paris
0641,Transit (ORCAM) Paris
0642,Transit (ORCAM) Paris
0643,Transit (ORCAM) Paris
0644,Transit (ORCAM) Paris
0645,Transit (ORCAM) Paris
0646,Transit (ORCAM) Paris
0647,Transit (ORCAM) Paris
0648,Transit (ORCAM) Paris
0649,Transit (ORCAM) Paris
0650,Transit (ORCAM) Paris
0651,Transit (ORCAM) Paris
0652,Transit (ORCAM) Paris
0653,Transit (ORCAM) Paris
0654,Transit (ORCAM) Paris
0655,Transit (ORCAM) Paris
0656,Transit (ORCAM) Paris
0657,Transit (ORCAM) Paris
0658,Transit (ORCAM) Paris
0659,Transit (ORCAM) Paris
0660,Transit (ORCAM) Paris
0661,Transit (ORCAM) Paris
0662,Transit (ORCAM) Paris
0663,Transit (ORCAM) Paris
0664,Transit (ORCAM) Paris
0665,Transit (ORCAM) Paris
0666,Transit (ORCAM) Paris
0667,Transit (ORCAM) Paris
0668,Transit (ORCAM) Paris
0669,Transit (ORCAM) Paris
0670,Transit (ORCAM) Paris
0671,Transit (ORCAM) Paris
0672,Transit (ORCAM) Paris
0673,Transit (ORCAM) Paris
0674,Transit (ORCAM) Paris
0675,Transit (ORCAM) Paris
0676,Transit (ORCAM) Paris
0677,Transit (ORCAM) Paris
0678,
0679,
0680,
0681,
0682,
0683,
0684,
0685,
0686,
0687,
0688,
0689,
0690,
0691,
0692,
0693,
0694,
0695,
0696,
0697,
0698,
0699,
0700,NATO – CAOC 9 Exercises (activated by NOTAM)
0701,Transit (ORCAM) Maastricht
0702,Transit (ORCAM) Maastricht
0703,Transit (ORCAM) Maastricht
0704,Transit (ORCAM) Maastricht
0705,Transit (ORCAM) Maastricht
0706,Transit (ORCAM) Maastricht
0707,Transit (ORCAM) Maastricht
0708,Transit (ORCAM) Maastricht
0709,Transit (ORCAM) Maastricht
0710,Transit (ORCAM) Maastricht
0711,Transit (ORCAM) Maastricht
0712,Transit (ORCAM) Maastricht
0713,Transit (ORCAM) Maastricht
0714,Transit (ORCAM) Maastricht
0715,Transit (ORCAM) Maastricht
0716,Transit (ORCAM) Maastricht
0717,Transit (ORCAM) Maastricht
0718,Transit (ORCAM) Maastricht
0719,Transit (ORCAM) Maastricht
0720,Transit (ORCAM) Maastricht
0721,Transit (ORCAM) Maastricht
0722,Transit (ORCAM) Maastricht
0723,Transit (ORCAM) Maastricht
0724,Transit (ORCAM) Maastricht
0725,Transit (ORCAM) Maastricht
0726,Transit (ORCAM) Maastricht
0727,Transit (ORCAM) Maastricht
0728,Transit (ORCAM) Maastricht
0729,Transit (ORCAM) Maastricht
0730,Transit (ORCAM) Maastricht
0731,Transit (ORCAM) Maastricht
0732,Transit (ORCAM) Maastricht
0733,Transit (ORCAM) Maastricht
0734,Transit (ORCAM) Maastricht
0735,Transit (ORCAM) Maastricht
0736,Transit (ORCAM) Maastricht
0737,Transit (ORCAM) Maastricht
0738,Transit (ORCAM) Maastricht
0739,Transit (ORCAM) Maastricht
0740,Transit (ORCAM) Maastricht
0741,Transit (ORCAM) Maastricht
0742,Transit (ORCAM) Maastricht
0743,Transit (ORCAM) Maastricht
0744,Transit (ORCAM) Maastricht
0745,Transit (ORCAM) Maastricht
0746,Transit (ORCAM) Maastricht
0747,Transit (ORCAM) Maastricht
0748,Transit (ORCAM) Maastricht
0749,Transit (ORCAM) Maastricht
0750,Transit (ORCAM) Maastricht
0751,Transit (ORCAM) Maastricht
0752,Transit (ORCAM) Maastricht
0753,Transit (ORCAM) Maastricht
0754,Transit (ORCAM) Maastricht
0755,Transit (ORCAM) Maastricht
0756,Transit (ORCAM) Maastricht
0757,Transit (ORCAM) Maastricht
0758,Transit (ORCAM) Maastricht
0759,Transit (ORCAM) Maastricht
0760,Transit (ORCAM) Maastricht
0761,Transit (ORCAM) Maastricht
0762,Transit (ORCAM) Maastricht
0763,Transit (ORCAM) Maastricht
0764,Transit (ORCAM) Maastricht
0765,Transit (ORCAM) Maastricht
0766,Transit (ORCAM) Maastricht
0767,Transit (ORCAM) Maastricht
0768,Transit (ORCAM) Maastricht
0769,Transit (ORCAM) Maastricht
0770,Transit (ORCAM) Maastricht
0771,Transit (ORCAM) Maastricht
0772,Transit (ORCAM) Maastricht
0773,Transit (ORCAM) Maastricht
0774,Transit (ORCAM) Maastricht
0775,Transit (ORCAM) Maastricht
0776,Transit (ORCAM) Maastricht
0777,Transit (ORCAM) Maastricht
0778,
0779,
0780,
0781,
0782,
0783,
0784,
0785,
0786,
0787,
0788,
0789,
0790,
0791,
0792,
0793,
0794,
0795,
0796,
0797,
0798,
0799,
0800,
0801,
0802,
0803,
0804,
0805,
0806,
0807,
0808,
0809,
0810,
0811,
0812,
0813,
0814,
0815,
0816,
0817,
0818,
0819,
0820,
0821,
0822,
0823,
0824,
0825,
0826,
0827,
0828,
0829,
0830,
0831,
0832,
0833,
0834,
0835,
0836,
0837,
0838,
0839,
0840,
0841,
0842,
0843,
0844,
0845,
0846,
0847,
0848,
0849,
0850,
0851,
0852,
0853,
0854,
0855,
0856,
0857,
0858,
0859,
0860,
0861,
0862,
0863,
0864,
0865,
0866,
0867,
0868,
0869,
0870,
0871,
0872,
0873,
0874,
0875,
0876,
0877,
0878,
0879,
0880,
0881,
0882,
0883,
0884,
0885,
0886,
0887,
0888,
0889,
0890,
0891,
0892,
0893,
0894,
0895,
0896,
0897,
0898,
0899,
0900,
0901,
0902,
0903,
0904,
0905,
0906,
0907,
0908,
0909,
0910,
0911,
0912,
0913,
0914,
0915,
0916,
0917,
0918,
0919,
0920,
0921,
0922,
0923,
0924,
0925,
0926,
0927,
0928,
0929,
0930,
0931,
0932,
0933,
0934,
0935,
0936,
0937,
0938,
0939,
0940,
0941,
0942,
0943,
0944,
0945,
0946,
0947,
0948,
0949,
0950,
0951,
0952,
0953,
0954,
0955,
0956,
0957,
0958,
0959,
0960,
0961,
0962,
0963,
0964,
0965,
0966,
0967,
0968,
0969,
0970,
0971,
0972,
0973,
0974,
0975,
0976,
0977,
0978,
0979,
0980,
0981,
0982,
0983,
0984,
0985,
0986,
0987,
0988,
0989,
0990,
0991,
0992,
0993,
0994,
0995,
0996,
0997,
0998,
0999,
1000,IFR GAT flights operating in designated Mode S Airspace
1001,Transit (ORCAM) Spain
1002,Transit (ORCAM) Spain
1003,Transit (ORCAM) Spain
1004,Transit (ORCAM) Spain
1005,Transit (ORCAM) Spain
1006,Transit (ORCAM) Spain
1007,Transit (ORCAM) Spain
1008,Transit (ORCAM) Spain
1009,Transit (ORCAM) Spain
1010,Transit (ORCAM) Spain
1011,Transit (ORCAM) Spain
1012,Transit (ORCAM) Spain
1013,Transit (ORCAM) Spain
1014,Transit (ORCAM) Spain
1015,Transit (ORCAM) Spain
1016,Transit (ORCAM) Spain
1017,Transit (ORCAM) Spain
1018,Transit (ORCAM) Spain
1019,Transit (ORCAM) Spain
1020,Transit (ORCAM) Spain
1021,Transit (ORCAM) Spain
1022,Transit (ORCAM) Spain
1023,Transit (ORCAM) Spain
1024,Transit (ORCAM) Spain
1025,Transit (ORCAM) Spain
1026,Transit (ORCAM) Spain
1027,Transit (ORCAM) Spain
1028,Transit (ORCAM) Spain
1029,Transit (ORCAM) Spain
1030,Transit (ORCAM) Spain
1031,Transit (ORCAM) Spain
1032,Transit (ORCAM) Spain
1033,Transit (ORCAM) Spain
1034,Transit (ORCAM) Spain
1035,Transit (ORCAM) Spain
1036,Transit (ORCAM) Spain
1037,Transit (ORCAM) Spain
1038,Transit (ORCAM) Spain
1039,Transit (ORCAM) Spain
1040,Transit (ORCAM) Spain
1041,Transit (ORCAM) Spain
1042,Transit (ORCAM) Spain
1043,Transit (ORCAM) Spain
1044,Transit (ORCAM) Spain
1045,Transit (ORCAM) Spain
1046,Transit (ORCAM) Spain
1047,Transit (ORCAM) Spain
1048,Transit (ORCAM) Spain
1049,Transit (ORCAM) Spain
1050,Transit (ORCAM) Spain
1051,Transit (ORCAM) Spain
1052,Transit (ORCAM) Spain
1053,Transit (ORCAM) Spain
1054,Transit (ORCAM) Spain
1055,Transit (ORCAM) Spain
1056,Transit (ORCAM) Spain
1057,Transit (ORCAM) Spain
1058,Transit (ORCAM) Spain
1059,Transit (ORCAM) Spain
1060,Transit (ORCAM) Spain
1061,Transit (ORCAM) Spain
1062,Transit (ORCAM) Spain
1063,Transit (ORCAM) Spain
1064,Transit (ORCAM) Spain
1065,Transit (ORCAM) Spain
1066,Transit (ORCAM) Spain
1067,Transit (ORCAM) Spain
1068,Transit (ORCAM) Spain
1069,Transit (ORCAM) Spain
1070,Transit (ORCAM) Spain
1071,Transit (ORCAM) Spain
1072,Transit (ORCAM) Spain
1073,Transit (ORCAM) Spain
1074,Transit (ORCAM) Spain
1075,Transit (ORCAM) Spain
1076,Transit (ORCAM) Spain
1077,Transit (ORCAM) Spain
1078,
1079,
1080,
1081,
1082,
1083,
1084,
1085,
1086,
1087,
1088,
1089,
1090,
1091,
1092,
1093,
1094,
1095,
1096,
1097,
1098,
1099,
1100,NATO – CAOC 9 Exercises (activated by NOTAM)
1101,Transit (ORCAM) Rhein
